unique_samplingProtocol_value,n_count
GearType=Bottom trawl; HeadlineHeightInMetres=7.1; DoorDistanceInMetres=126; DistanceTrawledInNM=3.01; SurfaceSeaTemperatureInC=8.6; SeaTemperatureAtSampleDeviceInC=7.2,16
Sampling Gear: Petersen trawl (=Young-fish trawl). Length of wire (m): 25,16
"S100. Stamnin-net, open, conical, 100 cm in diameter at opening, stramin about 400-500 strands in 1000 mm.",16
Poison station.,16
shell dredge,16
MRNIR009000000F9_METH_001,16
2m plankton net,16
Espinel,16
set lines,16
GearType=Blue Cod Pot; SurfaceSeaTemperatureInC=17.6,16
MRNIR00200000039_METH_001,16
https://doi.org/10.3389/fmars.2021.796488,16
TrawlType=B.TR. 26.9; WarpLengthInM=700,16
"10 FOOT 1/4 INCH, 10 FOOT 1/8 INCH MESH *",16
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 25. Duration of haul (minutes): 60",16
"20 FOOT, 1/2 INCH MESH OTTER TRAWL",16
MRSNH01000000002_METH_001,16
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=1200,16
TrawlType=B.TR. 30; HorizontalOpeningInM=17; VerticalOpeningInM=6; WarpLengthInM=342,16
IKPT net; mesh size: 1.0 mm; oblique tow; wire out: 400 m,16
Sediment sampling,16
YOKOSUKA/SHINKAI 6500/MT-core sampler (Blue),16
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=89.6; DistanceTrawledInNM=2.97,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=77.1; DistanceTrawledInNM=2.92; SurfaceSeaTemperatureInC=12.1; SeaTemperatureAtSampleDeviceInC=11.8,15
GearType=Bottom trawl; HeadlineHeightInMetres=7; DoorDistanceInMetres=119.2; DistanceTrawledInNM=3; SurfaceSeaTemperatureInC=9.5; SeaTemperatureAtSampleDeviceInC=7.2,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=71; DistanceTrawledInNM=2.81; SurfaceSeaTemperatureInC=11.9; SeaTemperatureAtSampleDeviceInC=11.9,15
MRMCS0020000000E_METH_001,15
MRMCS0010000004D_METH_001,15
MRLRC0030000009B_METH_001,15
MRMES00200000017_METH_001,15
large 4 meter hexagon-net; wire out: 30 m; towing duration: 30 m; wire angle: 76 deg.; ship speed: 1.5 kts.,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=72.1; DistanceTrawledInNM=2.74; SurfaceSeaTemperatureInC=14; SeaTemperatureAtSampleDeviceInC=13.9,15
MRMCS00500000082_METH_001,15
"rotenoned in tidepool, preserved alive in ethanol",15
Dynamite,15
MRUMU10000000094_METH_001,15
TrawlType=B.TR.69/48; HorizontalOpeningInM=50; VerticalOpeningInM=10; WarpLengthInM=1050,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.5; DoorDistanceInMetres=140; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.7; SeaTemperatureAtSampleDeviceInC=6.4,15
MRLRC00700000002_METH_001,15
dipnets or purchased from cast net fishermen,15
MRUMU100000000A1_METH_001,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=148; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.6; SeaTemperatureAtSampleDeviceInC=6.2,15
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=370,15
MRMLN004000000B3_METH_010,15
BT I,15
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=1360,15
Commercial Gear: Shrimp Trawl,15
0.25 square meter leaf litter sample,15
Wire box,15
10'otter trawl,15
4m round net; wire out length: 75m; towing duration: 30 min.; wire angle: 72 deg.; night time sampling,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=6; DoorDistanceInMetres=79.3; DistanceTrawledInNM=1.52; SurfaceSeaTemperatureInC=15.9; SeaTemperatureAtSampleDeviceInC=14.1,15
GearType=Bottom trawl; HeadlineHeightInMetres=6.6; DoorDistanceInMetres=120.7; DistanceTrawledInNM=2.99; SurfaceSeaTemperatureInC=10; SeaTemperatureAtSampleDeviceInC=7.4,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.8; DoorDistanceInMetres=71.6; DistanceTrawledInNM=3.08; SurfaceSeaTemperatureInC=14.2; SeaTemperatureAtSampleDeviceInC=14.4,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.6; DoorDistanceInMetres=100; DistanceTrawledInNM=1.57,15
GearType=Bottom trawl; HeadlineHeightInMetres=8; DoorDistanceInMetres=99.5; DistanceTrawledInNM=2.92; SurfaceSeaTemperatureInC=13.8; SeaTemperatureAtSampleDeviceInC=13.1,15
GearType=Bottom trawl; HeadlineHeightInMetres=9.7; DoorDistanceInMetres=124; DistanceTrawledInNM=3.06; SurfaceSeaTemperatureInC=13.9; SeaTemperatureAtSampleDeviceInC=8.7,15
2m stramin net,15
NIGHT LIGHTS,15
seine & dip net,15
"large 4 meter hexagon-net; wire out: 150, 75, 0 m; towing duration: 10, 10, 20 m; wire angle: 60 deg.,60 deg., -; ship speed: 1.5 kts.",15
4 m round net; wire out: 75 m; towing duration: 30 min.; wire angle: 74 deg.; ship speed: 1.5 kts.,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.5; DoorDistanceInMetres=100; DistanceTrawledInNM=1.52; SeaTemperatureAtSampleDeviceInC=5.7,15
1m plankton net,15
"rotenone, dip nets and stop net",15
Three times 10-foot IKMT net hauls; mesh size: 5.0mm,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.5; DoorDistanceInMetres=141; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.9; SeaTemperatureAtSampleDeviceInC=7,15
MINNOW SEINE,15
Red de zooplancton,15
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=1070,15
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Canister No.6",15
MRSNH03200000003_METH_014,15
Bait survey,15
TrawlType=M.TR. 108; HorizontalOpeningInM=60; VerticalOpeningInM=30; WarpLengthInM=950,15
TrawlType=B.TR. 46; HorizontalOpeningInM=23; VerticalOpeningInM=6; WarpLengthInM=460,15
"ROTENONE, DIPNET, STOPNET",15
MINNOW TRAP,15
TrawlType=B.TR. 32; HorizontalOpeningInM=16; VerticalOpeningInM=5; WarpLengthInM=1400,15
GearType=Bé Multiple Plankton Sampler,15
submarine,15
TrawlType=B.TR. 50.8; HorizontalOpeningInM=20; VerticalOpeningInM=6; WarpLengthInM=420,15
"full water column net tow using 0.25 m2 HydroBios MultiNet Multiple Plankton Sampler, net code m2, 335 micron mesh",15
TrawlType=B.TR. 43; HorizontalOpeningInM=16; VerticalOpeningInM=5; WarpLengthInM=1080,15
MRCCW16800000005_METH_001,15
SHINSEI MARU/Multiple corer,15
MRSNH03200000005_METH_042,15
GearType=Bottom trawl; HeadlineHeightInMetres=7.6; DoorDistanceInMetres=83.2; DistanceTrawledInNM=3.01; SurfaceSeaTemperatureInC=13.7; SeaTemperatureAtSampleDeviceInC=13.6,15
GearType=Bottom trawl; HeadlineHeightInMetres=7.2; DoorDistanceInMetres=115; DistanceTrawledInNM=3.01; SurfaceSeaTemperatureInC=8.6; SeaTemperatureAtSampleDeviceInC=7.3,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=138; DistanceTrawledInNM=0.93; SurfaceSeaTemperatureInC=14.8; SeaTemperatureAtSampleDeviceInC=6.8,15
GearType=Bottom trawl; HeadlineHeightInMetres=3.9; DoorDistanceInMetres=102.3; DistanceTrawledInNM=4.32,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=5.9; DoorDistanceInMetres=81.2; DistanceTrawledInNM=1.23; SurfaceSeaTemperatureInC=16.9; SeaTemperatureAtSampleDeviceInC=14.9,15
GearType=Bottom trawl; HeadlineHeightInMetres=7.4; DoorDistanceInMetres=85; DistanceTrawledInNM=3.01; SurfaceSeaTemperatureInC=13.3; SeaTemperatureAtSampleDeviceInC=12.5,15
MRMCS02200000003_METH_001,15
MRMCS00400000011_METH_002,15
TrawlType=B.TR. 46; HorizontalOpeningInM=23; VerticalOpeningInM=6; WarpLengthInM=1240,15
4 m round net; wire out: 75 m; towing duration: 30 min.; wire angle: 65 deg.; ship speed: 1.5 kts.,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=72; DistanceTrawledInNM=1.02; SurfaceSeaTemperatureInC=11.8; SeaTemperatureAtSampleDeviceInC=11.6,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=138; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.6; SeaTemperatureAtSampleDeviceInC=6.4,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=142; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.8; SeaTemperatureAtSampleDeviceInC=5.9,15
trawled dredge; subsamplingcoefficient: 0.115,15
manta trawl,15
"large 4 meter hexagon-net; wire out: 150, 75, 30 m; towing duration: 10, 10, 20 m; ship speed: 2.0 kts.",15
GearType=Bottom trawl; HeadlineHeightInMetres=3.9; DoorDistanceInMetres=87.4; DistanceTrawledInNM=5.06,15
prawn trap,15
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Canister or with FL03",15
GearType= Scampi trawlGearType= Bottom trawl,15
"4m round net; wire out: 150, 75, S(35) m; towing duration: 10, 10, 10 min.; wire angle: 48 deg., 62 deg., -",15
"SEINE, NET",15
MRSNH03200000005_METH_091,15
MRCCW3170000000D_METH_006,15
water samples were taken during daytime from the sea surface,15
"SBT, 40 FOOT OTTER TRAWL",15
BT + Innensteert,15
GearType= Stramin net,15
"{""Method"":""surface longline"",""CaptureMethod"":""hook"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Bigeye tuna"",""MitigationEquipment"":tori""}",15
"Specimens were collected with hand and a shovel in the intertidal area, stored in plastic bags and preserved in 4% formalin and processed into herbarium following the method of Menez et al. (1983).",15
"Smith-McIntyre grab, screened from 1.5 quart bulk sample.",15
TrawlType=M.TR. 77.4; HorizontalOpeningInM=36; VerticalOpeningInM=28; WarpLengthInM=820,15
"DIPNET, SEINE",15
Quantitative Oculina samples,15
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=1420,15
?,15
MRCON02300000003_METH_007,15
Gamo's net: a small conical plankton nets attached to the inside of the 3 m ORE Beam Trawl nets in order to retain smaller organisms; 6300 m wire out,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.7; DoorDistanceInMetres=73.3; DistanceTrawledInNM=1.46; SurfaceSeaTemperatureInC=13.6; SeaTemperatureAtSampleDeviceInC=13.7,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=72.9; DistanceTrawledInNM=3.05; SurfaceSeaTemperatureInC=14; SeaTemperatureAtSampleDeviceInC=13.4,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=72.5; DistanceTrawledInNM=1.67; SurfaceSeaTemperatureInC=12.1; SeaTemperatureAtSampleDeviceInC=12.3,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DoorDistanceInMetres=150; DistanceTrawledInNM=0.73; SurfaceSeaTemperatureInC=16.8; SeaTemperatureAtSampleDeviceInC=7.2,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=6; DoorDistanceInMetres=76.2; DistanceTrawledInNM=1.53; SurfaceSeaTemperatureInC=14.8; SeaTemperatureAtSampleDeviceInC=14.4,15
GearType=Bottom trawl; HeadlineHeightInMetres=3.9; DoorDistanceInMetres=86.3; DistanceTrawledInNM=3.12,15
MRMCS0150000004A_METH_001,15
"0.5 gal. roticide, dipnets",15
Hook & line.,15
nightlight,15
shrimp trawl (2 hauls from same locality combined),15
4m round net; wire out: 500 m; towing duration: 30 min.; wire angle: 48 deg.,15
GearType=Bottom trawl; HeadlineHeightInMetres=5.5; DistanceTrawledInNM=0.34,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.8; DoorDistanceInMetres=86.6; DistanceTrawledInNM=2.95; SurfaceSeaTemperatureInC=18.3; SeaTemperatureAtSampleDeviceInC=13.8,15
GearType=Bottom trawl; HeadlineHeightInMetres=3.8; DoorDistanceInMetres=86.9; DistanceTrawledInNM=3.52,15
TrawlType=B.TR. 25; HorizontalOpeningInM=15; VerticalOpeningInM=3; WarpLengthInM=360,15
fishing from rocks along the seacoast,15
Skin diving or scuba diving. Visually observed and photographed.,15
MRCON02300000003_METH_015,15
YOKOSUKA/Bait Trap,15
net of 2m mouth diameter,15
Arrastre con Caja de rocas. Tamizaje de sedimentos. Separación y fijación de organismos.,15
baby trawl,15
ELECTROSHOCKER 240v AC,15
DASSHDT00000313_METH03_GN22_1,15
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=175,15
4 m round net; wire out: 36 m; towing duration: 30 min.; wire angle: 76 deg.; ship speed: 1.5 kts.,15
JNCCMNCR10000616_METH_001,15
MRCCW30000000040_METH_003,15
oblique towing with IKMT net (-250 m),15
DN?,15
"6 m NYLON SEINE, 3 mm MESH",15
GearType=Bottom trawl; HeadlineHeightInMetres=4.5; DoorDistanceInMetres=100; DistanceTrawledInNM=1.38,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=6.3; DoorDistanceInMetres=80.1; DistanceTrawledInNM=1.51; SurfaceSeaTemperatureInC=16.9; SeaTemperatureAtSampleDeviceInC=15.7,15
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=170; SurfaceSeaTemperatureInC=13.2; SeaTemperatureAtSampleDeviceInC=6.6,15
MRMCS00100000014_METH_001,15
MRMCS00700000006_METH_001,15
trawling net,15
catapult,15
"bag seine, 200m, 0.5 in. stretch mesh, 7-man",15
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=93.8; DistanceTrawledInNM=2.73; SurfaceSeaTemperatureInC=12.1; SeaTemperatureAtSampleDeviceInC=10.2,15
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=85.3; DistanceTrawledInNM=2.71,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.7; DoorDistanceInMetres=87.8; DistanceTrawledInNM=2.79; SurfaceSeaTemperatureInC=13.3; SeaTemperatureAtSampleDeviceInC=10.2,15
trawled dredge; subsamplingcoefficient: 0.077,15
MRSNH03200000002_METH_003,15
Gear=handline; TagType=yellow/red disc; TagAttachment=stainless steel wire,15
ORI net; wire out: S(30) m; towing duration: 30 min.; wire angle: 49 deg.,15
"6 ft IKMT, 1500 m wire out",15
MRNIR00200000035_METH_001,15
screened,15
Shore diving,15
MRCCW3170000000A_METH_029,15
MRCCW3020000001A_METH_001,15
MRSNH03200000005_METH_032,15
GearType=Bottom trawl; HeadlineHeightInMetres=2.8; DoorDistanceInMetres=114; DistanceTrawledInNM=0.55; SurfaceSeaTemperatureInC=7.4; SeaTemperatureAtSampleDeviceInC=7.4,15
MRCCW3000000009E_METH_001,15
MRCON02300000003_METH_033,15
"ROTENONE, GILL NET",15
1 PINT ROTENONE (CHEMFISH COLLECTOR),15
"ROTENONE, 100' 1/8",15
MRCCW31700000004_METH_024,15
"4 FOOT c.s. SEINE, 10 FOOT STRAIGHT SEINE",15
DA(SO):K,15
JNCCMNCR10000683_METH_002,15
50' bag seine/12' straight seine,15
GearType=purse seine,15
Plankton tow,15
MRSNH03200000005_METH_095,15
MRSNH03200000005_METH_034,15
bottom trawl by RV Baruna Jaya VIII,15
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=94.7; DistanceTrawledInNM=6.67,15
GearType=Bottom trawl; HeadlineHeightInMetres=3.8; DoorDistanceInMetres=92.8; DistanceTrawledInNM=6.78,15
GearType=Bottom trawl; HeadlineHeightInMetres=5; DistanceTrawledInNM=0.13; SurfaceSeaTemperatureInC=11.2; SeaTemperatureAtSampleDeviceInC=6.3,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.8; DoorDistanceInMetres=72.8; DistanceTrawledInNM=1.96; SurfaceSeaTemperatureInC=13; SeaTemperatureAtSampleDeviceInC=13,15
MRLRC00300000081_METH_002,15
MRMCS01500000022_METH_002,15
"2 half-lb. blocks of TNT, dipnets, hand",15
"1.5 pounds of TNT, dip nets",15
"6 oz. noxfish, dipnet, hand",15
1/2 gal. rotenone,15
Colectado con Red de plancton,15
4m hexagonal net; wire out: S(30) m; towing duration: 30 min.; wire angle: 63 deg.,15
MRCON02300000003_METH_036,15
GearType=Bottom trawl; HeadlineHeightInMetres=6.5; DoorDistanceInMetres=119.3; DistanceTrawledInNM=3.02; SurfaceSeaTemperatureInC=10.3; SeaTemperatureAtSampleDeviceInC=7.4,15
trawled dredge; subsamplingcoefficient: 0.002,15
trawled dredge; subsamplingcoefficient: 0.042,15
Recolección manual. Fotografía. Muestras secadas con papel secante y ETOH 70 % para eliminar impurezas. Preservación en sílica gel indicadora,15
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":sled, tori""}",15
TrawlType=B.TR. 31.7; WarpLengthInM=1030,15
TrawlType=B.TR. 31.7; WarpLengthInM=1200,15
dive survey,15
4m round net; wire out: 150 m; towing duration: 30 min.; wire angle: 67 deg.,15
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=142; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.8; SeaTemperatureAtSampleDeviceInC=6,15
Pot,15
DSN?,15
TrawlType=B.TR. 25; HorizontalOpeningInM=15; VerticalOpeningInM=3; WarpLengthInM=2100,15
"YOKOSUKA/SHINKAI 6500/Suction sampler, Bottle 2",15
"4m round net; wire out: 150, 75, S(35) m; towing duration: 10, 10, 10 min.; wire angle: 64 deg., 52 deg., -",15
TrawlType=B.TR. 28; HorizontalOpeningInM=17; VerticalOpeningInM=5; WarpLengthInM=780,15
TrawlType=M.TR. 77.4; HorizontalOpeningInM=36; VerticalOpeningInM=28; WarpLengthInM=620,15
MRMLN004000000F8_METH_001,15
JNCCMNCR10000318_METH_001,15
10-foot IKMT oblique tow with paying wire 4000 m out,15
MRCCW31700000004_METH_021,15
"NATSUSHIMA/HYPER-DOLPHIN/Manipulator, Pig bone box",15
LESS THAN 1 LITER ROTENONE,15
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=260,15
TrawlType=B.TR. 33.8; WarpLengthInM=300,15
MRSNH03200000005_METH_048,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.1; DoorDistanceInMetres=91.9; DistanceTrawledInNM=4.88,15
GearType=Bottom trawl; HeadlineHeightInMetres=7.8; DoorDistanceInMetres=125; DistanceTrawledInNM=3.02; SurfaceSeaTemperatureInC=9.1; SeaTemperatureAtSampleDeviceInC=7.1,15
GearType=Bottom trawl; HeadlineHeightInMetres=6.3; DoorDistanceInMetres=122.9; DistanceTrawledInNM=3; SurfaceSeaTemperatureInC=12.1; SeaTemperatureAtSampleDeviceInC=7.3,15
GearType=Bottom trawl; HeadlineHeightInMetres=6.6; DoorDistanceInMetres=128.2; DistanceTrawledInNM=3.01; SurfaceSeaTemperatureInC=12.2; SeaTemperatureAtSampleDeviceInC=8.8,15
MRMCS005000000F2_METH_001,15
capture for bio-logging:device type= PTT:device id= 53634,15
2L synpren & ivory,15
IKPT net,15
MRMCS01700000104_METH_001,15
CYANIDE & DIP NETS,15
Handline,15
large seine,15
BT 24; 1900 m wire out.,15
ca. 1 qt. noxfish,15
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=91.6; DistanceTrawledInNM=3.94,15
Aceite de clavo,15
GearType=Bottom trawl; HeadlineHeightInMetres=5.1; DoorDistanceInMetres=73.1; DistanceTrawledInNM=2.95; SurfaceSeaTemperatureInC=12.3; SeaTemperatureAtSampleDeviceInC=12.5,15
"powdered & emulsified rotenone, dip nets",15
"A transect was set up perpendicular to the shoreline, extending from the base of the foredune to below low water. Then took 16 samples of 0.1 m2, excavated to a depth of 30 cm and sieved using a 1 mm mesh bag",15
10 FOOT MESH SEINE,15
"ROTENONE, HOOK AND LINE",15
MRMLN004000000A4_METH_003,15
Recolecta con Box-correr. Lavado y separación de ejemplares. Preservación y almacenaje individual.,15
TrawlType=B.TR. 56.8; WarpLengthInM=650,15
TrawlType=B.TR. 56.8; WarpLengthInM=1950,15
MRCCW3170000000E_METH_038,15
MRCCW31700000017_METH_009,15
"ROTENONE, DIPNETS, 30 X6 FOOT SEINE",15
"step towing with IKMT net (-200, 150, 75 m)",15
Trawl - Large Beam,15
Two sizes,15
KAIMEI/KM-ROV/Eckman-berge Grab,15
MRSNH03200000005_METH_121,15
Smith-McIntyre Grab,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.7; DoorDistanceInMetres=74.3; DistanceTrawledInNM=3.03; SurfaceSeaTemperatureInC=14; SeaTemperatureAtSampleDeviceInC=13.6,15
GearType=Bottom trawl; HeadlineHeightInMetres=4.5; DoorDistanceInMetres=142; DistanceTrawledInNM=1.5; SurfaceSeaTemperatureInC=14.6; SeaTemperatureAtSampleDeviceInC=6.7,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=6.2; DoorDistanceInMetres=77.4; DistanceTrawledInNM=1.51; SurfaceSeaTemperatureInC=17.7; SeaTemperatureAtSampleDeviceInC=15.3,15
"rotenone (10 lbs), dipnets",15
"1 hand grenade, hand, dipnet, spear gun",15
4 m round net; wire out: 30 m; towing duration: 30 min.; wire angle: 80 deg.; ship speed: 1.5 kts.,15
"Bacteria bottles, plankton net, BT, Secchi disk, bottom sample",15
GearType=Bottom trawl; HeadlineHeightInMetres=8; DoorDistanceInMetres=81; DistanceTrawledInNM=2.96; SurfaceSeaTemperatureInC=14.2; SeaTemperatureAtSampleDeviceInC=13.5,15
GearType=High-opening Bottom Trawl; HeadlineHeightInMetres=6.3; DoorDistanceInMetres=87.9; DistanceTrawledInNM=1.51; SurfaceSeaTemperatureInC=16.6; SeaTemperatureAtSampleDeviceInC=14.1,15
GearType=Bottom trawl; HeadlineHeightInMetres=3.8; DoorDistanceInMetres=85; DistanceTrawledInNM=4.01,15
night dive,15
BT #24; 1910m wire out,15
TrawlType=B.TR. 54; HorizontalOpeningInM=27; VerticalOpeningInM=12; WarpLengthInM=1150,15
beach shell from low tide line,15
"YOKOSUKA/SHINKAI 6500/Suction sampler, Canister bottle #2",15
4 m round net; wire out: 150 m; towing duration: 30 min.; wire angle: 63 deg.; ship speed: 1.5 kts.,15
MRCON02300000003_METH_018,15
"ROTENONE, DIPNET, WADING",15
40/60 4 SEAM SHRIMP TRAWL,15
MRCCW300000000AC_METH_001,15
"CAST NET, HOOK AND LINE, FISH TRAP",15
TrawlType=B.TR. 50.8; HorizontalOpeningInM=20; VerticalOpeningInM=6; WarpLengthInM=620,15
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=2500,14
GearType=Bottom trawl; HeadlineHeightInMetres=4.9; DoorDistanceInMetres=83.6; DistanceTrawledInNM=2.18; SurfaceSeaTemperatureInC=12; SeaTemperatureAtSampleDeviceInC=10.6,14
GearType=Bottom trawl; HeadlineHeightInMetres=3.9; DoorDistanceInMetres=81.3; DistanceTrawledInNM=4.67,14
GearType=Bottom trawl; HeadlineHeightInMetres=6.4; DoorDistanceInMetres=124.1; DistanceTrawledInNM=3; SurfaceSeaTemperatureInC=9.6; SeaTemperatureAtSampleDeviceInC=7.2,14
breaking coral,14
"large 4 meter hexagon-net; wire out: 150, 75, 0 m; towing duration: 10, 10, 20 m; wire angle: 53 deg., 58 deg., -; ship speed: 1.5 kts.",14
GearType=Bottom trawl; HeadlineHeightInMetres=4.8; DoorDistanceInMetres=69.4; DistanceTrawledInNM=2.95; SurfaceSeaTemperatureInC=14.3; SeaTemperatureAtSampleDeviceInC=12.9,14
GearType=Bottom trawl; HeadlineHeightInMetres=4; DoorDistanceInMetres=101.3; DistanceTrawledInNM=4.56,14
GearType=Bottom trawl; HeadlineHeightInMetres=4.8; DoorDistanceInMetres=73.3; DistanceTrawledInNM=2.94; SurfaceSeaTemperatureInC=14; SeaTemperatureAtSampleDeviceInC=13.9,14
Prenfish.,14
"emulsified Pronoxfish, powdered derris, dip nets",14
TrawlType=B.TR. 31.7; WarpLengthInM=1330,14
